,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,eps
4998,4999,X,O,0.06736670434474945,0,-1.0,-0.848,0.8
5248,5249,X,O,0.07855501770973206,0,-1.0,-0.868,0.8
5498,5499,X,O,0.08819133788347244,0,-1.0,-0.688,0.8
5748,5749,X,O,0.07421380281448364,0,-1.0,-0.788,0.8
5998,5999,X,O,0.07449130713939667,0,-1.0,-0.652,0.8
6248,6249,X,O,0.06075400114059448,0,-1.0,-0.6,0.8
6498,6499,X,O,0.09088482707738876,0,-1.0,-0.728,0.8
6748,6749,X,O,0.06659919023513794,0,-1.0,-0.708,0.8
6998,6999,X,O,0.07471656799316406,0,-1.0,-0.624,0.8
7248,7249,X,O,0.07481209933757782,0,-1.0,-0.544,0.8
7498,7499,X,O,0.09896261990070343,0,-1.0,-0.784,0.8
7748,7749,X,O,0.08346883207559586,0,-1.0,-0.468,0.8
7998,7999,X,O,0.0835196003317833,0,-1.0,-0.736,0.8
8248,8249,X,O,0.062324099242687225,0,-1.0,-0.736,0.8
8498,8499,X,O,0.06457164883613586,0,-1.0,-0.772,0.8
8748,8749,X,O,0.04960834980010986,0,-1.0,-0.764,0.8
8998,8999,X,O,0.058232009410858154,0,-1.0,-0.728,0.8
9248,9249,X,O,0.08380111306905746,0,-1.0,-0.824,0.8
9498,9499,X,O,0.07742166519165039,0,-1.0,-0.88,0.8
9748,9749,X,O,0.06694695353507996,0,-1.0,-0.856,0.8
9998,9999,X,O,0.06791408360004425,0,-1.0,-0.876,0.8
10248,10249,X,O,0.08183754235506058,0,-1.0,-0.852,0.8
10498,10499,X,O,0.07195742428302765,0,-1.0,-0.908,0.8
10748,10749,X,O,0.052324093878269196,0,-1.0,-0.928,0.8
10998,10999,X,O,0.0789417028427124,0,-1.0,-0.892,0.8
11248,11249,X,O,0.08185300976037979,0,-1.0,-0.944,0.8
11498,11499,X,O,0.06165539473295212,0,-1.0,-0.924,0.8
11748,11749,X,O,0.05119377747178078,0,-1.0,-0.824,0.8
11998,11999,X,O,0.07186975330114365,0,-1.0,-0.9,0.8
12248,12249,X,O,0.03600457310676575,0,-1.0,-0.96,0.8
12498,12499,X,O,0.04763082042336464,0,-1.0,-0.948,0.8
12748,12749,X,O,0.10238124430179596,0,-1.0,-0.908,0.8
12998,12999,X,O,0.04450482875108719,0,-1.0,-0.936,0.8
13248,13249,X,O,0.06196431443095207,0,-1.0,-0.904,0.8
13498,13499,X,O,0.0958176851272583,0,-1.0,-0.912,0.8
13748,13749,X,O,0.10937893390655518,0,-1.0,-0.848,0.8
13998,13999,X,O,0.07621145993471146,0,-1.0,-0.94,0.8
14248,14249,X,O,0.07796403765678406,0,-1.0,-0.908,0.8
14498,14499,X,O,0.04424332454800606,0,-1.0,-0.88,0.8
14748,14749,X,O,0.08352892845869064,0,-1.0,-0.948,0.8
